Model,Language,SampleID,Test_Suite,Result,ExecutionTime_ms
GPT4,Python,84,Easy,N_Correct,41.08769999584183
GPT4,Python,85,Easy,N_Correct,39.90959998918697
GPT4,Python,86,Easy,N_Efficiency,63.3617999847047
GPT4,Python,87,Easy,N_Correct,42.11649997159839
GPT4,Python,88,Easy,N_Correct,43.33990003215149
GPT4,Python,89,Easy,N_Correct,42.24789998261258
GPT4,Python,90,Easy,N_Correct,42.77080000611022
GPT4,Python,91,Easy,N_Correct,38.29250001581386
GPT4,Python,92,Easy,N_Correct,39.77909998502582
GPT4,Python,93,Easy,N_Correct,45.59950000839308
GPT4,Python,94,Easy,N_Correct,37.19750000163913
GPT4,Python,95,Easy,N_Correct,38.68319996399805
GPT4,Python,96,Easy,N_Correct,40.945100015960634
GPT4,Python,97,Easy,N_Correct,38.480899995192885
GPT4,Python,98,Easy,N_Correct,42.961500003002584
GPT4,Python,99,Easy,N_Correct,39.74590002326295
GPT4,Python,100,Easy,N_Correct,39.66239996952936
GeminiPro,Java,1,Easy,N_Correct,6.0
GeminiPro,Java,2,Easy,N_Correct,6.0
GeminiPro,Java,3,Easy,N_Correct,9.0
GeminiPro,Java,4,Easy,N_Syntax,0.0
GeminiPro,Java,5,Easy,N_Correct,5.0
GeminiPro,Java,6,Easy,N_Efficiency,10.0
GeminiPro,Java,7,Easy,N_Correct,6.0
GeminiPro,Java,8,Easy,N_Correct,6.0
GeminiPro,Java,9,Easy,N_Correct,7.0
GeminiPro,Java,10,Easy,N_Correct,6.0
GeminiPro,Java,11,Easy,N_Correct,6.0
GeminiPro,Java,12,Easy,N_Correct,9.0
GeminiPro,Java,13,Easy,N_Correct,7.0
GeminiPro,Java,14,Easy,N_Efficiency,10.0
GeminiPro,Java,15,Easy,N_Correct,6.0
GeminiPro,Java,16,Easy,N_Efficiency,10.0
GeminiPro,Java,17,Easy,N_Correct,9.0
GeminiPro,Java,18,Easy,N_Correct,6.0
GeminiPro,Java,19,Easy,N_Correct,9.0
GeminiPro,Java,20,Easy,N_Syntax,0.0
GeminiPro,Java,21,Easy,N_Correct,5.0
GeminiPro,Java,22,Easy,N_Correct,6.0
GeminiPro,Java,23,Easy,N_Correct,6.0
GeminiPro,Java,24,Easy,N_Correct,7.0
GeminiPro,Java,25,Easy,N_Correct,7.0
GeminiPro,Java,26,Easy,N_Efficiency,10.0
GeminiPro,Java,27,Easy,N_Correct,6.0
GeminiPro,Java,28,Easy,N_Efficiency,10.0
GeminiPro,Java,29,Easy,N_Correct,3.0
GeminiPro,Java,30,Easy,N_Efficiency,11.0
GeminiPro,Java,31,Easy,N_Correct,7.0
GeminiPro,Java,32,Easy,N_Correct,5.0
GeminiPro,Java,33,Easy,N_Correct,9.0
GeminiPro,Java,34,Easy,N_Correct,6.0
GeminiPro,Java,35,Easy,N_Efficiency,10.0
GeminiPro,Java,36,Easy,N_Efficiency,11.0
GeminiPro,Java,37,Easy,N_Correct,5.0
GeminiPro,Java,38,Easy,N_Correct,7.0
GeminiPro,Java,39,Easy,N_Correct,7.0
GeminiPro,Java,40,Easy,N_Efficiency,11.0
GeminiPro,Java,41,Easy,N_Correct,6.0
GeminiPro,Java,42,Easy,N_Correct,9.0
GeminiPro,Java,43,Easy,N_Correct,6.0
GeminiPro,Java,44,Easy,N_Correct,6.0
GeminiPro,Java,45,Easy,N_Correct,5.0
GeminiPro,Java,46,Easy,N_Correct,9.0
GeminiPro,Java,47,Easy,N_Correct,6.0
GeminiPro,Java,48,Easy,N_Correct,6.0
GeminiPro,Java,49,Easy,N_Correct,6.0
GeminiPro,Java,50,Easy,N_Correct,6.0
GeminiPro,Java,51,Easy,N_Correct,6.0
GeminiPro,Java,52,Easy,N_Correct,6.0
GeminiPro,Java,53,Easy,N_Correct,6.0
GeminiPro,Java,54,Easy,N_Correct,5.0
GeminiPro,Java,55,Easy,N_Correct,6.0
GeminiPro,Java,56,Easy,N_Correct,5.0
GeminiPro,Java,57,Easy,N_Correct,6.0
GeminiPro,Java,58,Easy,N_Correct,6.0
GeminiPro,Java,59,Easy,N_Correct,6.0
GeminiPro,Java,60,Easy,N_Correct,8.0
GeminiPro,Java,61,Easy,N_Efficiency,10.0
GeminiPro,Java,62,Easy,N_Correct,2.0
GeminiPro,Java,63,Easy,N_Efficiency,10.0
GeminiPro,Java,64,Easy,N_Correct,5.0
GeminiPro,Java,65,Easy,N_Correct,6.0
GeminiPro,Java,66,Easy,N_Correct,6.0
GeminiPro,Java,67,Easy,N_Efficiency,10.0
GeminiPro,Java,68,Easy,N_Efficiency,11.0
GeminiPro,Java,69,Easy,N_Correct,6.0
GeminiPro,Java,70,Easy,N_Correct,6.0
GeminiPro,Java,71,Easy,N_Efficiency,10.0
GeminiPro,Java,72,Easy,N_Correct,7.0
GeminiPro,Java,73,Easy,N_Correct,5.0
GeminiPro,Java,74,Easy,N_Efficiency,10.0
GeminiPro,Java,75,Easy,N_Correct,5.0
GeminiPro,Java,76,Easy,N_Correct,5.0
GeminiPro,Java,77,Easy,N_Correct,7.0
GeminiPro,Java,78,Easy,N_Correct,6.0
GeminiPro,Java,79,Easy,N_Correct,6.0
GeminiPro,Java,80,Easy,N_Correct,9.0
GeminiPro,Java,81,Easy,N_Correct,6.0
GeminiPro,Java,82,Easy,N_Correct,4.0
GeminiPro,Java,83,Easy,N_Correct,5.0
GeminiPro,Java,84,Easy,N_Efficiency,10.0
GeminiPro,Java,85,Easy,N_Correct,5.0
GeminiPro,Java,86,Easy,N_Correct,6.0
GeminiPro,Java,87,Easy,N_Correct,9.0
GeminiPro,Java,88,Easy,N_Correct,6.0
GeminiPro,Java,89,Easy,N_Correct,6.0
GeminiPro,Java,90,Easy,N_Correct,9.0
GeminiPro,Java,91,Easy,N_Correct,6.0
GeminiPro,Java,92,Easy,N_Correct,5.0
GeminiPro,Java,93,Easy,N_Correct,6.0
GeminiPro,Java,94,Easy,N_Correct,6.0
GeminiPro,Java,95,Easy,N_Correct,8.0
GeminiPro,Java,96,Easy,N_Correct,6.0
GeminiPro,Java,97,Easy,N_Correct,6.0
GeminiPro,Java,99,Easy,N_Correct,5.0
GeminiPro,Java,100,Easy,N_Correct,6.0
GeminiPro,Python,1,Easy,N_Correct,43.626800004858524
GeminiPro,Python,2,Easy,N_Correct,41.40019998885691
GeminiPro,Python,3,Easy,N_Correct,43.0153000052087
GeminiPro,Python,4,Easy,N_Correct,45.436999993398786
GeminiPro,Python,5,Easy,N_Correct,42.94880002271384
GeminiPro,Python,6,Easy,N_Correct,45.45869998401031
GeminiPro,Python,7,Easy,N_Correct,38.90990000218153
GeminiPro,Python,8,Easy,N_Correct,42.49959997832775
GeminiPro,Python,9,Easy,N_Efficiency,102.76270000031218
GeminiPro,Python,10,Easy,N_Correct,47.37600003136322
GeminiPro,Python,11,Easy,N_Correct,44.59820000920445
GeminiPro,Python,12,Easy,N_Correct,41.38559999410063
GeminiPro,Python,13,Easy,N_Correct,39.3733000382781
GeminiPro,Python,14,Easy,N_Correct,43.06180001003668
GeminiPro,Python,15,Easy,N_Correct,41.549200017470866
GeminiPro,Python,16,Easy,N_Correct,46.375099977012724
GeminiPro,Python,17,Easy,N_Efficiency,52.222899976186454
GeminiPro,Python,18,Easy,N_Efficiency,60.69839996052906
GeminiPro,Python,19,Easy,N_Efficiency,104.19700003694743
GeminiPro,Python,20,Easy,N_Correct,42.183400015346706
GeminiPro,Python,21,Easy,N_Correct,43.13050000928342
GeminiPro,Python,22,Easy,N_Correct,42.77950001414865
GeminiPro,Python,23,Easy,N_Correct,40.68469995399937
GeminiPro,Python,24,Easy,N_Correct,43.62319997744635
GeminiPro,Python,25,Easy,N_Correct,40.24960001697764
GeminiPro,Python,26,Easy,N_Correct,48.609199991915375
GeminiPro,Python,27,Easy,N_Correct,45.051799970678985
GeminiPro,Python,28,Easy,N_Correct,45.08469998836517
GeminiPro,Python,29,Easy,N_Correct,40.76349997194484
GeminiPro,Python,30,Easy,N_Correct,40.24369997205213
GeminiPro,Python,31,Easy,N_Correct,43.54010004317388
GeminiPro,Python,32,Easy,N_Correct,41.204199951607734
GeminiPro,Python,33,Easy,N_Correct,46.8552999664098
GeminiPro,Python,34,Easy,N_Correct,43.440000037662685
GeminiPro,Python,35,Easy,N_Efficiency,104.09239999717101
GeminiPro,Python,36,Easy,N_Correct,42.44049999397248
GeminiPro,Python,37,Easy,N_Efficiency,103.75479998765513
GeminiPro,Python,38,Easy,N_Correct,46.60489998059347
GeminiPro,Python,39,Easy,N_Correct,42.98159998143092
GeminiPro,Python,40,Easy,N_Correct,50.287899968679994
GeminiPro,Python,41,Easy,N_Correct,39.049800019711256
GeminiPro,Python,42,Easy,N_Correct,42.05560003174469
GeminiPro,Python,43,Easy,N_Correct,49.34480000520125
GeminiPro,Python,44,Easy,N_Efficiency,107.24619997199625
GeminiPro,Python,45,Easy,N_Correct,45.817799982614815
GeminiPro,Python,46,Easy,N_Correct,39.080900023691356
GeminiPro,Python,47,Easy,N_Correct,42.89859998971224
GeminiPro,Python,48,Easy,N_Correct,45.638299954589456
GeminiPro,Python,49,Easy,N_Correct,44.15370000060648
GeminiPro,Python,50,Easy,N_Correct,49.69439998967573
GeminiPro,Python,51,Easy,N_Efficiency,64.58669999847189
GeminiPro,Python,52,Easy,N_Correct,46.11029999796301
GeminiPro,Python,53,Easy,N_Efficiency,245.39739999454468
GeminiPro,Python,54,Easy,N_Correct,42.48349997214973
GeminiPro,Python,55,Easy,N_Correct,47.6943000103347
GeminiPro,Python,56,Easy,N_Correct,43.33999997470528
GeminiPro,Python,57,Easy,N_Correct,44.46699999971315
GeminiPro,Python,58,Easy,N_Correct,48.86510001961142
GeminiPro,Python,59,Easy,N_Correct,39.183299988508224
GeminiPro,Python,60,Easy,N_Efficiency,56.62519996985793
GeminiPro,Python,61,Easy,N_Correct,46.701100014615804
GeminiPro,Python,62,Easy,N_Correct,49.590100010391325
GeminiPro,Python,63,Easy,N_Correct,43.44619996845722
GeminiPro,Python,64,Easy,N_Correct,39.10560003714636
GeminiPro,Python,65,Easy,N_Correct,42.12339996593073
GeminiPro,Python,66,Easy,N_Correct,39.7823000093922
GeminiPro,Python,67,Easy,N_Correct,43.684499978553504
GeminiPro,Python,68,Easy,N_Correct,39.81490002479404
GeminiPro,Python,69,Easy,N_Correct,41.509400005452335
GeminiPro,Python,70,Easy,N_Correct,39.40650000004098
GeminiPro,Python,71,Easy,N_Efficiency,58.65999998059124
GeminiPro,Python,72,Easy,N_Correct,44.52549997949973
GeminiPro,Python,73,Easy,N_Correct,41.042700002435595
GeminiPro,Python,74,Easy,N_Efficiency,58.058700000401586
GeminiPro,Python,75,Easy,N_Correct,44.217700022272766
GeminiPro,Python,76,Easy,N_Correct,38.40310004306957
GeminiPro,Python,77,Easy,N_Correct,40.378800011239946
GeminiPro,Python,78,Easy,N_Correct,40.01070000231266
GeminiPro,Python,79,Easy,N_Correct,38.32960000727326
GeminiPro,Python,80,Easy,N_Correct,42.988100030925125
GeminiPro,Python,81,Easy,N_Correct,42.09539998555556
GeminiPro,Python,82,Easy,N_Correct,42.86300000967458
GeminiPro,Python,83,Easy,N_Correct,38.86959998635575
GeminiPro,Python,84,Easy,N_Correct,39.74290000041947
GeminiPro,Python,85,Easy,N_Correct,39.00290001183748
GeminiPro,Python,86,Easy,N_Efficiency,103.1516999937594
GeminiPro,Python,87,Easy,N_Correct,42.80110000399873
GeminiPro,Python,88,Easy,N_Efficiency,102.18210000311956
GeminiPro,Python,89,Easy,N_Correct,43.47219999181107
GeminiPro,Python,90,Easy,N_Correct,40.989200002513826
GeminiPro,Python,91,Easy,N_Correct,44.59369997493923
GeminiPro,Python,92,Easy,N_Correct,46.08949995599687
GeminiPro,Python,93,Easy,N_Correct,49.74040004890412
GeminiPro,Python,94,Easy,N_Correct,48.32709999755025
GeminiPro,Python,95,Easy,N_Correct,45.70140002761036
GeminiPro,Python,96,Easy,N_Correct,51.19660001946613
GeminiPro,Python,97,Easy,N_Correct,48.267000005580485
GeminiPro,Python,98,Easy,N_Correct,42.7365000359714
GeminiPro,Python,99,Easy,N_Efficiency,51.78960005287081
GeminiPro,Python,100,Easy,N_Correct,43.85539999930188

        Model Language Test_Suite        Result  Count
0        GPT4     Java       Easy     N_Correct     95
1        GPT4     Java       Easy  N_Efficiency      3
2        GPT4     Java       Easy      N_Syntax      2
3        GPT4   Python       Easy     N_Correct     87
4        GPT4   Python       Easy  N_Efficiency     11
5        GPT4   Python       Easy      N_Syntax      2
6   GeminiPro     Java       Easy     N_Correct     81
7   GeminiPro     Java       Easy  N_Efficiency     16
8   GeminiPro     Java       Easy      N_Syntax      2
9   GeminiPro   Python       Easy     N_Correct     85
10  GeminiPro   Python       Easy  N_Efficiency     15
