Model,Language,SampleID,Test_Suite,Result,ExecutionTime_ms
GeminiPro,Python,40,Medium,N_Correct,103.85519999545068
GeminiPro,Python,41,Medium,N_Correct,84.30669998051599
GeminiPro,Python,42,Medium,N_Correct,104.66519999317825
GeminiPro,Python,43,Medium,N_Correct,106.91249999217689
GeminiPro,Python,44,Medium,N_Efficiency,219.6004999568686
GeminiPro,Python,45,Medium,N_Correct,97.10439998889342
GeminiPro,Python,46,Medium,N_Correct,84.70549999037758
GeminiPro,Python,47,Medium,N_Correct,95.03540000878274
GeminiPro,Python,48,Medium,N_Correct,96.11109999241307
GeminiPro,Python,49,Medium,N_Correct,90.08269995683804
GeminiPro,Python,50,Medium,N_Correct,103.65659999661148
GeminiPro,Python,51,Medium,N_Efficiency,133.427600027062
GeminiPro,Python,52,Medium,N_Correct,88.07960001286119
GeminiPro,Python,53,Medium,N_Correct,98.93550002016127
GeminiPro,Python,54,Medium,N_Correct,88.33459997549653
GeminiPro,Python,55,Medium,N_Correct,105.27609998825938
GeminiPro,Python,56,Medium,N_Correct,91.35699999751523
GeminiPro,Python,57,Medium,N_Correct,90.69610002916306
GeminiPro,Python,58,Medium,N_Correct,100.77219997765496
GeminiPro,Python,59,Medium,N_Correct,83.5036999778822
GeminiPro,Python,60,Medium,N_Correct,116.66599998716265
GeminiPro,Python,61,Medium,N_Correct,97.64159994665533
GeminiPro,Python,62,Medium,N_Correct,104.78150000562891
GeminiPro,Python,63,Medium,N_Correct,98.30750001128763
GeminiPro,Python,64,Medium,N_Correct,84.33949999744073
GeminiPro,Python,65,Medium,N_Correct,92.77119999751449
GeminiPro,Python,66,Medium,N_Correct,83.40560004580766
GeminiPro,Python,67,Medium,N_Correct,91.25729999504983
GeminiPro,Python,68,Medium,N_Correct,85.16750001581386
GeminiPro,Python,69,Medium,N_Correct,91.4222999708727
GeminiPro,Python,70,Medium,N_Correct,84.07510002143681
GeminiPro,Python,71,Medium,N_Correct,117.59050004184246
GeminiPro,Python,72,Medium,N_Correct,90.79719998408109
GeminiPro,Python,73,Medium,N_Correct,87.43100002175197
GeminiPro,Python,74,Medium,N_Correct,121.14270002348348
GeminiPro,Python,75,Medium,N_Correct,86.72040002420545
GeminiPro,Python,76,Medium,N_Correct,96.62100003333762
GeminiPro,Python,77,Medium,N_Correct,82.72020000731573
GeminiPro,Python,78,Medium,N_Correct,82.75569998659194
GeminiPro,Python,79,Medium,N_Correct,83.76519999001175
GeminiPro,Python,80,Medium,N_Correct,87.73810003185645
GeminiPro,Python,81,Medium,N_Correct,89.64530000230297
GeminiPro,Python,82,Medium,N_Correct,92.51489996677265
GeminiPro,Python,83,Medium,N_Correct,82.692300027702
GeminiPro,Python,84,Medium,N_Correct,84.0376999694854
GeminiPro,Python,85,Medium,N_Correct,83.13079999061301
GeminiPro,Python,86,Medium,N_Efficiency,209.19449999928474
GeminiPro,Python,87,Medium,N_Correct,91.15870000096038
GeminiPro,Python,88,Medium,N_Efficiency,205.60260000638664
GeminiPro,Python,89,Medium,N_Correct,92.29810000397265
GeminiPro,Python,90,Medium,N_Correct,102.56400000071153
GeminiPro,Python,91,Medium,N_Correct,91.08059998834506
GeminiPro,Python,92,Medium,N_Correct,96.19100001873448
GeminiPro,Python,93,Medium,N_Correct,101.54559998773038
GeminiPro,Python,94,Medium,N_Correct,103.46259997459128
GeminiPro,Python,95,Medium,N_Correct,94.83339998405427
GeminiPro,Python,96,Medium,N_Correct,106.09929997008294
GeminiPro,Python,97,Medium,N_Correct,101.92439996171743
GeminiPro,Python,98,Medium,N_Correct,89.13810004014522
GeminiPro,Python,99,Medium,N_Correct,102.79500001342967
GeminiPro,Python,100,Medium,N_Correct,92.53749996423721

        Model Language Test_Suite        Result  Count
0        GPT4     Java     Medium     N_Correct     93
1        GPT4     Java     Medium  N_Efficiency      2
2        GPT4     Java     Medium     N_Logical      5
3        GPT4   Python     Medium     N_Correct     86
4        GPT4   Python     Medium  N_Efficiency      9
5        GPT4   Python     Medium      N_Syntax      5
6   GeminiPro     Java     Medium     N_Correct     42
7   GeminiPro     Java     Medium  N_Efficiency     13
8   GeminiPro     Java     Medium     N_Logical     44
9   GeminiPro   Python     Medium     N_Correct     92
10  GeminiPro   Python     Medium  N_Efficiency      8
