Model,Language,SampleID,Test_Suite,Result,ExecutionTime_ms
GPT4,Java,93,Hard,N_Correct,35.0
GPT4,Java,94,Hard,N_Correct,46.0
GPT4,Java,95,Hard,N_Correct,35.0
GPT4,Java,96,Hard,N_Correct,39.0
GPT4,Java,97,Hard,N_Correct,36.0
GPT4,Java,98,Hard,N_Correct,50.0
GPT4,Java,99,Hard,N_Correct,33.0
GPT4,Java,100,Hard,N_Correct,54.0
GPT4,Python,1,Hard,N_Correct,472.80579997459427
GPT4,Python,2,Hard,N_Correct,493.98339999606833
GPT4,Python,3,Hard,N_Correct,348.8268000073731
GPT4,Python,4,Hard,N_Correct,354.99290004372597
GPT4,Python,5,Hard,N_Correct,372.119199950248
GPT4,Python,6,Hard,N_Correct,367.0126999495551
GPT4,Python,7,Hard,N_Correct,346.69090004172176
GPT4,Python,8,Hard,N_Correct,370.81639998359606
GPT4,Python,9,Hard,N_Correct,343.1388000026345
GPT4,Python,10,Hard,N_Correct,345.8892999915406
GPT4,Python,11,Hard,N_Correct,366.97520001325756
GPT4,Python,12,Hard,N_Correct,334.9353999947198
GPT4,Python,13,Hard,N_Correct,330.191700020805
GPT4,Python,14,Hard,N_Correct,332.30180002283305
GPT4,Python,15,Hard,N_Correct,347.6318000466563
GPT4,Python,16,Hard,N_Correct,340.43099998962134
GPT4,Python,17,Hard,N_Correct,354.20259996317327
GPT4,Python,18,Hard,N_Correct,324.6820999775082
GPT4,Python,19,Hard,N_Correct,363.3009000332095
GPT4,Python,20,Hard,N_Correct,340.84810002241284
GPT4,Python,21,Hard,N_Correct,349.94589997222647
GPT4,Python,22,Hard,N_Correct,372.3047999665141
GPT4,Python,23,Hard,N_Correct,323.766199988313
GPT4,Python,24,Hard,N_Correct,338.79079995676875
GPT4,Python,25,Hard,N_Efficiency,583.9900999562815
GPT4,Python,26,Hard,N_Correct,314.3765999702737
GPT4,Python,27,Hard,N_Efficiency,550.4770999541506
GPT4,Python,28,Hard,N_Correct,347.1669999998994
GPT4,Python,29,Hard,N_Correct,392.6572999916971
GPT4,Python,30,Hard,N_Correct,336.3645999925211
GPT4,Python,31,Hard,N_Correct,380.37540001096204
GPT4,Python,32,Hard,N_Correct,360.4184000287205
GPT4,Python,33,Hard,N_Correct,325.8388999965973
GPT4,Python,34,Hard,N_Correct,354.81559997424483
GPT4,Python,35,Hard,N_Correct,319.8610999970697
GPT4,Python,36,Hard,N_Correct,331.60539995878935
GPT4,Python,37,Hard,N_Correct,368.3776999823749
GPT4,Python,38,Hard,N_Correct,351.0810000007041
GPT4,Python,39,Hard,N_Correct,315.3160999645479
GPT4,Python,40,Hard,N_Correct,376.7599000129849
GPT4,Python,41,Hard,N_Correct,339.66910000890493
GPT4,Python,42,Hard,N_Correct,346.782400039956
GPT4,Python,43,Hard,N_Correct,329.080099996645
GPT4,Python,44,Hard,N_Correct,329.78820003336295
GPT4,Python,45,Hard,N_Correct,326.40929997432977
GPT4,Python,46,Hard,N_Correct,370.0702000060119
GPT4,Python,47,Hard,N_Correct,507.2251999517903
GPT4,Python,48,Hard,N_Correct,321.17479998851195
GPT4,Python,49,Hard,N_Correct,331.07339998241514
GPT4,Python,50,Hard,N_Correct,322.4841000046581
GPT4,Python,51,Hard,N_Correct,348.3894999953918
GPT4,Python,52,Hard,N_Correct,359.15650002425537
GPT4,Python,53,Hard,N_Correct,324.51010000659153
GPT4,Python,54,Hard,N_Correct,343.38140004547313
GPT4,Python,55,Hard,N_Syntax,0.0
GPT4,Python,56,Hard,N_Correct,323.5618000035174
GPT4,Python,57,Hard,N_Correct,358.5102000506595
GPT4,Python,58,Hard,N_Correct,333.9608999667689
GPT4,Python,59,Hard,N_Correct,367.13699996471405
GPT4,Python,60,Hard,N_Correct,463.07649998925626
GPT4,Python,61,Hard,N_Correct,323.72009998653084
GPT4,Python,62,Hard,N_Correct,348.94560003886
GPT4,Python,63,Hard,N_Syntax,0.0
GPT4,Python,64,Hard,N_Correct,314.64340002276003
GPT4,Python,65,Hard,N_Correct,312.7789000282064
GPT4,Python,66,Hard,N_Efficiency,520.1827000128105
GPT4,Python,67,Hard,N_Correct,351.27809998812154
GPT4,Python,68,Hard,N_Correct,342.0689000049606
GPT4,Python,69,Hard,N_Correct,353.76639995956793
GPT4,Python,70,Hard,N_Correct,319.3398999865167
GPT4,Python,71,Hard,N_Correct,310.7443999615498
GPT4,Python,72,Hard,N_Efficiency,553.580800013151
GPT4,Python,73,Hard,N_Efficiency,529.8911000136286
GPT4,Python,74,Hard,N_Correct,328.2712000072934
GPT4,Python,75,Hard,N_Correct,348.75039994949475
GPT4,Python,76,Hard,N_Correct,381.58909999765456
GPT4,Python,77,Hard,N_Correct,327.579099975992
GPT4,Python,78,Hard,N_Correct,348.0973999830894
GPT4,Python,79,Hard,N_Correct,347.64150000410154
GPT4,Python,80,Hard,N_Correct,374.66989998938516
GPT4,Python,81,Hard,N_Correct,346.28380002686754
GPT4,Python,82,Hard,N_Correct,323.14079999923706
GPT4,Python,83,Hard,N_Correct,322.1004999941215
GPT4,Python,84,Hard,N_Correct,325.3215000149794
GPT4,Python,85,Hard,N_Correct,320.7317999913357
GPT4,Python,86,Hard,N_Efficiency,518.961199966725
GPT4,Python,87,Hard,N_Correct,346.8302999972366
GPT4,Python,88,Hard,N_Correct,327.0596999791451
GPT4,Python,89,Hard,N_Correct,334.2865000013262
GPT4,Python,90,Hard,N_Correct,354.85280002467334
GPT4,Python,91,Hard,N_Correct,328.46109999809414
GPT4,Python,92,Hard,N_Correct,328.26700003352016
GPT4,Python,93,Hard,N_Correct,337.74450002238154
GPT4,Python,94,Hard,N_Correct,317.2599000390619
GPT4,Python,95,Hard,N_Correct,318.4758999850601
GPT4,Python,96,Hard,N_Correct,315.55280002066866
GPT4,Python,97,Hard,N_Correct,310.406900011003
GPT4,Python,98,Hard,N_Correct,354.46419997606426
GPT4,Python,99,Hard,N_Correct,317.5541000091471
GPT4,Python,100,Hard,N_Correct,325.04269998753443
GeminiPro,Java,1,Hard,N_Logical,0.0
GeminiPro,Java,2,Hard,N_Logical,0.0
GeminiPro,Java,3,Hard,N_Correct,55.0
GeminiPro,Java,4,Hard,N_Logical,0.0
GeminiPro,Java,5,Hard,N_Correct,25.0
GeminiPro,Java,6,Hard,N_Logical,0.0
GeminiPro,Java,7,Hard,N_Correct,41.0
GeminiPro,Java,8,Hard,N_Logical,0.0
GeminiPro,Java,9,Hard,N_Logical,0.0
GeminiPro,Java,10,Hard,N_Logical,0.0
GeminiPro,Java,11,Hard,N_Logical,0.0
GeminiPro,Java,12,Hard,N_Correct,48.0
GeminiPro,Java,13,Hard,N_Logical,0.0
GeminiPro,Java,14,Hard,N_Correct,59.0
GeminiPro,Java,15,Hard,N_Logical,0.0
GeminiPro,Java,16,Hard,N_Efficiency,69.0
GeminiPro,Java,17,Hard,N_Correct,54.0
GeminiPro,Java,18,Hard,N_Logical,0.0
GeminiPro,Java,19,Hard,N_Correct,57.0
GeminiPro,Java,20,Hard,N_Correct,43.0
GeminiPro,Java,21,Hard,N_Logical,0.0
GeminiPro,Java,22,Hard,N_Correct,44.0
GeminiPro,Java,23,Hard,N_Logical,0.0
GeminiPro,Java,24,Hard,N_Correct,52.0
GeminiPro,Java,25,Hard,N_Logical,0.0
GeminiPro,Java,26,Hard,N_Correct,56.0
GeminiPro,Java,27,Hard,N_Correct,30.0
GeminiPro,Java,28,Hard,N_Correct,51.0
GeminiPro,Java,29,Hard,N_Correct,43.0
GeminiPro,Java,30,Hard,N_Correct,57.0
GeminiPro,Java,31,Hard,N_Logical,0.0
GeminiPro,Java,32,Hard,N_Logical,0.0
GeminiPro,Java,33,Hard,N_Correct,52.0
GeminiPro,Java,34,Hard,N_Logical,0.0
GeminiPro,Java,35,Hard,N_Correct,49.0
GeminiPro,Java,36,Hard,N_Correct,55.0
GeminiPro,Java,37,Hard,N_Correct,39.0
GeminiPro,Java,38,Hard,N_Logical,0.0
GeminiPro,Java,39,Hard,N_Logical,0.0
GeminiPro,Java,40,Hard,N_Correct,52.0
GeminiPro,Java,41,Hard,N_Logical,0.0
GeminiPro,Java,42,Hard,N_Correct,55.0
GeminiPro,Java,43,Hard,N_Logical,0.0
GeminiPro,Java,44,Hard,N_Correct,23.0
GeminiPro,Java,45,Hard,N_Logical,0.0
GeminiPro,Java,46,Hard,N_Correct,50.0
GeminiPro,Java,47,Hard,N_Logical,0.0
GeminiPro,Java,48,Hard,N_Logical,0.0
GeminiPro,Java,49,Hard,N_Correct,28.0
GeminiPro,Java,50,Hard,N_Logical,0.0
GeminiPro,Java,51,Hard,N_Logical,0.0
GeminiPro,Java,52,Hard,N_Logical,0.0
GeminiPro,Java,53,Hard,N_Correct,58.0
GeminiPro,Java,54,Hard,N_Logical,0.0
GeminiPro,Java,55,Hard,N_Correct,42.0
GeminiPro,Java,56,Hard,N_Correct,37.0
GeminiPro,Java,57,Hard,N_Logical,0.0
GeminiPro,Java,58,Hard,N_Correct,39.0
GeminiPro,Java,59,Hard,N_Correct,33.0
GeminiPro,Java,60,Hard,N_Correct,65.0
GeminiPro,Java,61,Hard,N_Correct,64.0
GeminiPro,Java,62,Hard,N_Correct,33.0
GeminiPro,Java,63,Hard,N_Correct,60.0
GeminiPro,Java,64,Hard,N_Correct,56.0
GeminiPro,Java,65,Hard,N_Logical,0.0
GeminiPro,Java,66,Hard,N_Correct,42.0
GeminiPro,Java,67,Hard,N_Correct,53.0
GeminiPro,Java,68,Hard,N_Correct,65.0
GeminiPro,Java,69,Hard,N_Correct,62.0
GeminiPro,Java,70,Hard,N_Logical,0.0
GeminiPro,Java,71,Hard,N_Efficiency,67.0
GeminiPro,Java,72,Hard,N_Correct,36.0
GeminiPro,Java,73,Hard,N_Correct,54.0
GeminiPro,Java,74,Hard,N_Correct,65.0
GeminiPro,Java,75,Hard,N_Logical,0.0
GeminiPro,Java,76,Hard,N_Correct,43.0
GeminiPro,Java,77,Hard,N_Logical,0.0
GeminiPro,Java,78,Hard,N_Correct,36.0
GeminiPro,Java,79,Hard,N_Correct,38.0
GeminiPro,Java,80,Hard,N_Correct,66.0
GeminiPro,Java,81,Hard,N_Logical,0.0
GeminiPro,Java,82,Hard,N_Correct,28.0
GeminiPro,Java,83,Hard,N_Logical,0.0
GeminiPro,Java,84,Hard,N_Correct,50.0
GeminiPro,Java,85,Hard,N_Logical,0.0
GeminiPro,Java,86,Hard,N_Logical,0.0
GeminiPro,Java,87,Hard,N_Correct,58.0
GeminiPro,Java,88,Hard,N_Logical,0.0
GeminiPro,Java,89,Hard,N_Logical,0.0
GeminiPro,Java,90,Hard,N_Correct,57.0
GeminiPro,Java,91,Hard,N_Logical,0.0
GeminiPro,Java,92,Hard,N_Logical,0.0
GeminiPro,Java,93,Hard,N_Logical,0.0
GeminiPro,Java,94,Hard,N_Correct,54.0
GeminiPro,Java,95,Hard,N_Correct,37.0
GeminiPro,Java,96,Hard,N_Logical,0.0
GeminiPro,Java,97,Hard,N_Logical,0.0
GeminiPro,Java,99,Hard,N_Correct,35.0
GeminiPro,Java,100,Hard,N_Correct,55.0
GeminiPro,Python,1,Hard,N_Correct,364.5706999814138
GeminiPro,Python,2,Hard,N_Correct,348.9454999798909
GeminiPro,Python,3,Hard,N_Correct,358.0866999691352
GeminiPro,Python,4,Hard,N_Correct,352.45569999096915
GeminiPro,Python,5,Hard,N_Correct,357.7004999970086
GeminiPro,Python,6,Hard,N_Correct,375.1433999859728
GeminiPro,Python,7,Hard,N_Correct,334.98909999616444
GeminiPro,Python,8,Hard,N_Correct,359.46960002183914
GeminiPro,Python,9,Hard,N_Efficiency,844.7908000089228
GeminiPro,Python,10,Hard,N_Correct,401.2949999887496
GeminiPro,Python,11,Hard,N_Correct,363.1392000243068
GeminiPro,Python,12,Hard,N_Correct,346.092099964153
GeminiPro,Python,13,Hard,N_Correct,320.70420001400635
GeminiPro,Python,14,Hard,N_Correct,359.023500001058
GeminiPro,Python,15,Hard,N_Correct,349.1574000217952
GeminiPro,Python,16,Hard,N_Correct,380.4130999487825
GeminiPro,Python,17,Hard,N_Correct,411.56099998624995
GeminiPro,Python,18,Hard,N_Correct,494.9775999994017
GeminiPro,Python,19,Hard,N_Efficiency,976.7274999758229
GeminiPro,Python,20,Hard,N_Correct,350.4821000387892
GeminiPro,Python,21,Hard,N_Correct,365.098999987822
GeminiPro,Python,22,Hard,N_Correct,356.53230000752956
GeminiPro,Python,23,Hard,N_Correct,326.9236999913119
GeminiPro,Python,24,Hard,N_Correct,345.9012999664992
GeminiPro,Python,25,Hard,N_Correct,321.4996999595314
GeminiPro,Python,26,Hard,N_Correct,390.99960000021383
GeminiPro,Python,27,Hard,N_Correct,386.3520000013523
GeminiPro,Python,28,Hard,N_Correct,380.74669998604804
GeminiPro,Python,29,Hard,N_Correct,326.87549997353926
GeminiPro,Python,30,Hard,N_Correct,336.4644999965094
GeminiPro,Python,31,Hard,N_Correct,366.33639998035505
GeminiPro,Python,32,Hard,N_Correct,352.1449000108987
GeminiPro,Python,33,Hard,N_Correct,382.1291999774985
GeminiPro,Python,34,Hard,N_Correct,352.0829000044614
GeminiPro,Python,35,Hard,N_Efficiency,826.7756000277586
GeminiPro,Python,36,Hard,N_Correct,348.5066000139341
GeminiPro,Python,37,Hard,N_Efficiency,833.9426000020467
GeminiPro,Python,38,Hard,N_Correct,379.44469996728003
GeminiPro,Python,39,Hard,N_Correct,342.8006999893114
GeminiPro,Python,40,Hard,N_Correct,422.132000036072
GeminiPro,Python,41,Hard,N_Correct,321.5503999963403
GeminiPro,Python,42,Hard,N_Correct,343.5973000014201
GeminiPro,Python,43,Hard,N_Correct,396.8705000006594
GeminiPro,Python,44,Hard,N_Efficiency,825.0016999663785
GeminiPro,Python,45,Hard,N_Correct,374.0395000204444
GeminiPro,Python,46,Hard,N_Correct,323.44130001729354
GeminiPro,Python,47,Hard,N_Correct,345.03760002553463
GeminiPro,Python,48,Hard,N_Correct,371.4035000302829
GeminiPro,Python,49,Hard,N_Correct,348.7526000244543
GeminiPro,Python,50,Hard,N_Correct,422.81140002887696
GeminiPro,Python,51,Hard,N_Efficiency,524.3696999968961
GeminiPro,Python,52,Hard,N_Correct,348.8385999808088
GeminiPro,Python,53,Hard,N_Correct,412.8476000041701
GeminiPro,Python,54,Hard,N_Correct,340.7310000038706
GeminiPro,Python,55,Hard,N_Correct,379.57309995545074
GeminiPro,Python,56,Hard,N_Correct,351.2077000341378
GeminiPro,Python,57,Hard,N_Correct,353.4517999505624
GeminiPro,Python,58,Hard,N_Correct,407.9498999635689
GeminiPro,Python,59,Hard,N_Correct,330.4858999908902
GeminiPro,Python,60,Hard,N_Correct,474.2419999674894
GeminiPro,Python,61,Hard,N_Correct,369.61549997795373
GeminiPro,Python,62,Hard,N_Correct,419.64100004406646
GeminiPro,Python,63,Hard,N_Correct,392.6137000089511
GeminiPro,Python,64,Hard,N_Correct,325.00210002763197
GeminiPro,Python,65,Hard,N_Correct,357.2500000009313
GeminiPro,Python,66,Hard,N_Correct,334.550199972
GeminiPro,Python,67,Hard,N_Correct,350.2403000020422
GeminiPro,Python,68,Hard,N_Correct,320.2231000177562
GeminiPro,Python,69,Hard,N_Correct,348.9292000303976
GeminiPro,Python,70,Hard,N_Correct,320.5443999613635
GeminiPro,Python,71,Hard,N_Correct,470.21469997707754
GeminiPro,Python,72,Hard,N_Correct,355.05399998510256
GeminiPro,Python,73,Hard,N_Correct,350.14170000795275
GeminiPro,Python,74,Hard,N_Correct,427.67079995246604
GeminiPro,Python,75,Hard,N_Correct,351.12319997278973
GeminiPro,Python,76,Hard,N_Correct,316.30799995036796
GeminiPro,Python,77,Hard,N_Correct,330.9370999922976
GeminiPro,Python,78,Hard,N_Correct,322.92070001130924
GeminiPro,Python,79,Hard,N_Correct,317.0152999809943
GeminiPro,Python,80,Hard,N_Correct,356.4812000258826
GeminiPro,Python,81,Hard,N_Correct,358.67280000820756
GeminiPro,Python,82,Hard,N_Correct,349.773499998264
GeminiPro,Python,83,Hard,N_Correct,374.17580001056194
GeminiPro,Python,84,Hard,N_Correct,330.49830002710223
GeminiPro,Python,85,Hard,N_Correct,328.42799997888505
GeminiPro,Python,86,Hard,N_Efficiency,883.1713999970816
GeminiPro,Python,87,Hard,N_Correct,360.29789998428896
GeminiPro,Python,88,Hard,N_Efficiency,833.7154000182636
GeminiPro,Python,89,Hard,N_Correct,355.08629999822006
GeminiPro,Python,90,Hard,N_Correct,337.9885000176728
GeminiPro,Python,91,Hard,N_Correct,345.32110003056005
GeminiPro,Python,92,Hard,N_Correct,386.14529999904335
GeminiPro,Python,93,Hard,N_Correct,402.50220004236326
GeminiPro,Python,94,Hard,N_Correct,412.3278000042774
GeminiPro,Python,95,Hard,N_Correct,380.96260000020266
GeminiPro,Python,96,Hard,N_Correct,427.9280999908224
GeminiPro,Python,97,Hard,N_Correct,394.95260000694543
GeminiPro,Python,98,Hard,N_Correct,357.728999981191
GeminiPro,Python,99,Hard,N_Correct,410.7357999891974
GeminiPro,Python,100,Hard,N_Correct,364.9871999514289

        Model Language Test_Suite        Result  Count
0        GPT4     Java       Hard     N_Correct     92
1        GPT4     Java       Hard  N_Efficiency      3
2        GPT4     Java       Hard     N_Logical      5
3        GPT4   Python       Hard     N_Correct     92
4        GPT4   Python       Hard  N_Efficiency      6
5        GPT4   Python       Hard      N_Syntax      2
6   GeminiPro     Java       Hard     N_Correct     53
7   GeminiPro     Java       Hard  N_Efficiency      2
8   GeminiPro     Java       Hard     N_Logical     44
9   GeminiPro   Python       Hard     N_Correct     92
10  GeminiPro   Python       Hard  N_Efficiency      8
